Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	AverageEpCost	StdEpCost	MaxEpCost	MinEpCost	AverageTestEpCost	StdTestEpCost	MaxTestEpCost	MinTestEpCost	EpLen	TestEpLen	EpGoals	TestEpGoals	CumulativeCost	CostRate	TotalEnvInteracts	AverageQR1Vals	StdQR1Vals	MaxQR1Vals	MinQR1Vals	AverageQR2Vals	StdQR2Vals	MaxQR2Vals	MinQR2Vals	AverageQCVals	StdQCVals	MaxQCVals	MinQCVals	AverageLogPi	StdLogPi	MaxLogPi	MinLogPi	LossPi	LossQR1	LossQR2	LossQC	LossAlpha	LogAlpha	Alpha	LossBeta	LogBeta	Beta	PiEntropy	TestTime	EpochTime	TotalTime
96	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	24.451612	46.03073	164.0	0.0	0.0	0.0	0.0	0.0	967.9032	1000.0	0.0	0.0	98259.0	0.0337659793814433	2880001.0	132.10228	1.7051033	134.6621	-17.010471	132.10233	1.7054201	134.6268	-9.102796	1.9658746	4.611372	59.278145	-1.8635232	-1.3494272	0.24724475	3.9925346	-9.186764	-133.23036	0.119451545	0.1174763	0.21629617	3.3494258	0.0	1.0	3.4068157e-16	-32.23535	1.0008405e-14	1.3494259	11.37756	474.19662	44847.492473363876
97	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	40.0	54.705666	203.0	0.0	0.0	0.0	0.0	0.0	968.64514	1000.0	0.0	0.0	99518.0	0.03384965986394558	2910001.0	132.04736	1.8418459	134.57423	-40.995613	132.0473	1.8426028	135.00322	-28.10009	1.9676708	4.6772513	54.797962	-0.6577277	-1.3487208	0.25013608	3.9328928	-8.768169	-133.1229	0.14013359	0.1382533	0.22532102	3.3487208	0.0	1.0	3.2116056e-16	-32.24001	9.961917e-15	1.3487208	11.280607	474.67313	45322.169154167175
98	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.366667	27.9839	127.0	0.0	3.1	9.3	31.0	0.0	1000.0	1000.0	0.0	0.0	99911.0	0.03364006734006734	2940001.0	131.92159	2.0592074	134.49457	-19.182053	131.92157	2.0576038	134.46912	-7.353642	1.9697306	4.587417	53.91904	-1.551559	-1.3488047	0.25031164	4.182245	-8.771479	-132.99551	0.13056429	0.12854052	0.22030216	3.3488057	0.0	1.0	2.992631e-16	-32.244823	9.914069e-15	1.3488059	11.218662	474.4152	45796.56580781937
99	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	31.166666	53.668793	199.0	0.0	0.0	0.0	0.0	0.0	1000.0	1000.0	0.0	0.0	100902.0	0.033634	2970001.0	131.8268	2.2948349	134.4283	-32.800606	131.82683	2.294481	134.54662	-21.193695	1.9670893	4.5428815	54.672092	-1.147197	-1.3485203	0.25170085	4.186322	-8.681113	-132.95355	0.13342182	0.1308715	0.21210657	3.3485193	0.0	1.0	3.242081e-16	-32.248512	9.877542e-15	1.3485193	11.455981	474.6789	46271.25487995148
100	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.433332	29.06852	92.0	0.0	0.0	0.0	0.0	0.0	1000.0	1000.0	0.0	0.0	101474.0	0.03348976897689769	3000001.0	131.9127	1.9481306	134.69765	-72.12273	131.91277	1.9488685	135.03134	-48.42159	1.9685432	4.515203	58.12846	-1.0571978	-1.3498545	0.24653444	3.4863048	-8.436958	-133.03462	0.12578326	0.12333976	0.21694274	3.3498542	0.0	1.0	3.0872008e-16	-32.252216	9.841069e-15	1.349854	11.32049	475.24347	46746.51875805855
101	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	32.4	47.47673	159.0	0.0	2.1	6.2999997	21.0	0.0	1000.0	1000.0	0.0	0.0	102431.0	0.03347418300653595	3030001.0	132.13104	1.7494018	134.82913	-30.848185	132.13098	1.7503136	134.71883	-6.2240744	1.9643347	4.520671	54.530235	-0.37813306	-1.3504741	0.24301557	3.0747294	-7.8707337	-133.32362	0.14130211	0.13930145	0.21725175	3.3504739	0.0	1.0	3.4873686e-16	-32.25607	9.80317e-15	1.350474	11.615702	474.22836	47220.74478793144
102	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	40.25	61.617268	208.0	0.0	0.0	0.0	0.0	0.0	943.4375	1000.0	0.0	0.0	103758.0	0.03357864077669903	3060001.0	132.20073	1.6856701	134.83868	-29.70527	132.20067	1.6861947	134.88832	-28.86607	1.9651812	4.547957	58.94855	-0.7979634	-1.3505082	0.24294767	3.2617233	-8.495216	-133.37698	0.12916994	0.12715119	0.21938822	3.3505092	0.0	1.0	3.3903338e-16	-32.260326	9.761569e-15	1.3505092	11.417076	475.3536	47696.10376882553
103	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.3	29.339563	117.0	0.0	186.1	372.20062	932.0	0.0	1000.0	1000.0	0.0	0.0	104268.0	0.03341923076923077	3090001.0	132.3008	1.6991699	134.8658	-36.755642	132.30066	1.7003653	135.01254	-50.779114	1.9679983	4.5984735	51.027927	-0.7983806	-1.3506929	0.24218726	3.2560265	-8.015907	-133.41296	0.13301645	0.13014656	0.22426482	3.3506927	0.0	1.0	3.1038747e-16	-32.264107	9.7247006e-15	1.3506926	11.336066	473.9281	48170.012365579605
104	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	23.1	55.77894	269.0	0.0	0.0	0.0	0.0	0.0	1000.0	1000.0	0.0	0.0	104961.0	0.03332095238095238	3120001.0	132.3214	1.7026193	134.83163	-10.566401	132.32127	1.7040697	134.92854	-17.157366	1.963167	4.76252	51.969067	-1.0945644	-1.3510599	0.2409548	3.9099603	-7.9887323	-133.45961	0.13051176	0.12659949	0.25069344	3.3510602	0.0	1.0	3.558449e-16	-32.268265	9.6843665e-15	1.3510603	11.481782	474.68213	48644.69071340561
105	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	23.933332	39.913185	152.0	0.0	0.0	0.0	0.0	0.0	1000.0	1000.0	0.0	0.0	105679.0	0.03323238993710692	3150001.0	132.3038	1.7044005	135.0172	-1.5746539	132.3039	1.7051235	135.08731	-15.893969	1.9650095	4.6151896	54.825844	-0.31902933	-1.3506393	0.24361798	3.5435433	-8.187916	-133.4539	0.13357234	0.13169162	0.23624499	3.3506396	0.0	1.0	3.3637e-16	-32.27329	9.635851e-15	1.3506393	11.517957	474.08734	49118.7821598053
106	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.451612	35.125435	137.0	0.0	7.7	16.54116	52.0	0.0	968.0645	1000.0	0.0	0.0	106282.0	0.033109657320872274	3180001.0	132.44928	1.5957127	134.92505	-10.455941	132.44933	1.5968162	136.57983	-1.3622813	1.9640628	4.5836368	51.869247	-0.3711505	-1.3510638	0.24113818	3.3760548	-9.461811	-133.63657	0.12904173	0.12587969	0.220354	3.3510623	0.0	1.0	3.44034e-16	-32.27744	9.595928e-15	1.351062	11.299654	473.8426	49592.626688957214
107	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	34.096775	52.70757	201.0	0.0	0.0	0.0	0.0	0.0	967.9677	1000.0	0.0	0.0	107399.0	0.03314783950617284	3210001.0	132.34209	1.5997308	134.85567	-36.597294	132.34203	1.6009783	137.20375	-54.780537	1.9645532	4.621692	53.05458	-0.28101802	-1.3504759	0.24519096	3.3852344	-9.68582	-133.50237	0.14023244	0.13679521	0.22449766	3.350475	0.0	1.0	3.379828e-16	-32.281345	9.5585e-15	1.350475	11.546036	455.33017	50047.95709633827
108	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	42.70968	66.859116	296.0	0.0	0.0	0.0	0.0	0.0	967.871	1000.0	0.0	0.0	108663.0	0.0332302752293578	3240001.0	132.32117	1.600799	134.8352	-13.007544	132.32114	1.6017841	135.05232	-63.33637	1.9650747	4.557008	50.272026	-0.350219	-1.3506019	0.2431296	3.0777898	-9.24828	-133.4897	0.14578122	0.14581366	0.23276763	3.350602	0.0	1.0	3.3165705e-16	-32.28548	9.519035e-15	1.3506018	10.869301	474.40607	50522.376635313034
109	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	33.766666	45.22292	165.0	0.0	0.0	0.0	0.0	0.0	1000.0	1000.0	0.0	0.0	109676.0	0.033235151515151516	3270001.0	132.35974	1.5825865	134.82843	-29.504028	132.35974	1.5831753	134.8909	-49.903706	1.9672389	4.569841	54.64665	-0.6731827	-1.3517507	0.23882061	3.784433	-8.385272	-133.48476	0.1267438	0.12590817	0.23002864	3.35175	0.0	1.0	3.0993412e-16	-32.288998	9.485635e-15	1.3517499	11.2845125	474.66882	50997.0461268425
110	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	45.612904	76.964455	318.0	0.0	0.0	0.0	0.0	0.0	973.70966	1000.0	0.0	0.0	111090.0	0.03336036036036036	3300001.0	132.34659	1.6658503	134.96577	-36.044155	132.34665	1.6649413	134.70349	-90.37556	1.967407	4.6471133	68.19533	-1.0920072	-1.3504026	0.24402505	3.6004243	-8.904167	-133.44371	0.15116592	0.15124106	0.23733339	3.3504019	0.0	1.0	3.0726348e-16	-32.292507	9.4524074e-15	1.3504021	11.363014	474.9651	51471.997519016266
111	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.9	40.315716	153.0	0.0	0.0	0.0	0.0	0.0	1000.0	1000.0	0.0	0.0	111657.0	0.03323125	3330001.0	132.25183	1.7177224	135.0084	-26.824577	132.25182	1.7186515	135.30595	-89.48141	1.9634604	4.673444	70.860985	-0.3901	-1.3504785	0.24419618	3.5784407	-9.641787	-133.40541	0.13798337	0.13821699	0.23333368	3.3504782	0.0	1.0	3.430848e-16	-32.296757	9.412327e-15	1.3504782	11.150048	473.9166	51945.91579794884
112	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	47.866665	81.214424	286.0	0.0	0.0	0.0	0.0	0.0	1000.0	1000.0	0.0	0.0	113093.0	0.03336076696165192	3360001.0	132.24008	1.8057989	135.10297	-3.6007595	132.24	1.8053875	134.65114	-67.6301	1.9625274	4.6199126	68.595955	-0.4440484	-1.3494203	0.24751446	3.6747346	-8.01598	-133.44193	0.13456754	0.13812031	0.22419222	3.3494196	0.0	1.0	3.5025059e-16	-32.30154	9.367413e-15	1.3494195	11.334135	473.15097	52419.07094955444
113	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	37.866665	78.602264	385.0	0.0	0.0	0.0	0.0	0.0	1000.0	1000.0	0.0	0.0	114229.0	0.03340029239766082	3390001.0	132.34767	1.7345836	134.8686	-49.435196	132.34775	1.7348661	134.89987	-60.553276	1.9612103	4.7552104	63.5501	-1.0833821	-1.3503586	0.24512267	3.817782	-8.702423	-133.50629	0.14291859	0.1425145	0.22869174	3.3503597	0.0	1.0	3.6106508e-16	-32.305588	9.3295665e-15	1.3503597	11.126803	474.05762	52893.1321182251
114	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	23.096775	33.987053	122.0	0.0	0.0	0.0	0.0	0.0	970.3226	1000.0	0.0	0.0	114945.0	0.033317391304347826	3420001.0	132.25946	1.7573026	134.6941	2.2436082	132.2595	1.7606454	134.75958	-16.955002	1.9665235	4.681531	71.29591	-0.6081853	-1.3498139	0.24671265	3.7503552	-8.281053	-133.35437	0.13597369	0.13402241	0.23704691	3.3498137	0.0	1.0	3.1032405e-16	-32.30939	9.294134e-15	1.3498137	10.979087	473.89603	53367.019718647
115	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	31.0	46.3609	152.0	0.0	0.0	0.0	0.0	0.0	1000.0	1000.0	0.0	0.0	115875.0	0.03329741379310345	3450001.0	132.30214	1.7255791	134.78125	3.9443865	132.30222	1.7263303	135.0184	-16.137114	1.9632351	4.6800585	69.17651	-0.27472377	-1.3513227	0.24123098	2.8957682	-8.982756	-133.48047	0.13529307	0.1347248	0.21879493	3.3513222	0.0	1.0	3.3972083e-16	-32.31285	9.2620825e-15	1.3513222	11.013692	472.1356	53839.169979810715
116	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	32.774193	52.156532	209.0	0.0	0.0	0.0	0.0	0.0	968.6129	1000.0	0.0	0.0	116891.0	0.033302279202279204	3480001.0	132.43716	1.740601	135.01196	0.27211356	132.43713	1.7435734	134.99947	-45.618294	1.9675643	4.679995	68.915565	-0.33295298	-1.3516841	0.23966731	2.9867525	-8.507181	-133.51558	0.13431591	0.12953246	0.22547281	3.351684	0.0	1.0	2.98603e-16	-32.316277	9.230392e-15	1.3516841	11.265529	475.52902	54314.68752670288
117	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	47.966667	93.740944	377.0	0.0	0.0	0.0	0.0	0.0	1000.0	1000.0	0.0	0.0	118330.0	0.03342655367231638	3510001.0	132.35686	1.6943594	134.81343	2.815121	132.35684	1.6960725	134.85426	-16.045944	1.9655198	4.6148853	64.3978	-0.31767678	-1.3505986	0.24319842	3.946001	-9.595343	-133.50673	0.14243646	0.14033636	0.21861094	3.350599	0.0	1.0	3.1642798e-16	-32.319508	9.200636e-15	1.350599	12.155529	475.75015	54790.445442438126
118	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	36.533333	62.741127	227.0	0.0	0.0	0.0	0.0	0.0	1000.0	1000.0	0.0	0.0	119426.0	0.03345266106442577	3540001.0	132.35034	1.6510506	134.96547	35.13414	132.35031	1.6557016	134.85683	-51.82288	1.9655915	4.61095	60.270737	-0.35516572	-1.350908	0.24252595	4.0065093	-14.627093	-133.48523	0.13807122	0.13204561	0.21987957	3.3509076	0.0	1.0	3.1470874e-16	-32.322952	9.168962e-15	1.3509076	11.172342	474.36166	55264.80125260353
119	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.806452	36.94147	152.0	0.0	0.0	0.0	0.0	0.0	969.6774	1000.0	0.0	0.0	120040.0	0.03334444444444445	3570001.0	132.3745	1.5825264	135.6923	22.576754	132.37453	1.5888242	135.41638	-36.11688	1.9602755	4.7235317	64.75969	-0.28599858	-1.3511034	0.24098092	3.9364614	-9.281827	-133.57954	0.14578384	0.13906656	0.21925758	3.3511047	0.0	1.0	3.621185e-16	-32.326633	9.135283e-15	1.3511047	11.105869	474.8848	55739.68815755844
120	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25.133333	48.845158	197.0	0.0	0.0	0.0	0.0	0.0	1000.0	1000.0	0.0	0.0	120794.0	0.03327658402203857	3600001.0	132.34224	1.5969893	135.224	29.787796	132.34218	1.5987785	134.86794	-54.294697	1.9649104	4.6745973	70.28779	-0.32108617	-1.3508577	0.24177793	4.2835164	-7.5113034	-133.48575	0.12848182	0.12851177	0.21312907	3.3508568	0.0	1.0	3.1868238e-16	-32.330055	9.10405e-15	1.3508567	12.328617	474.9198	56214.61409473419
121	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	33.7	54.730343	204.0	0.0	0.0	0.0	0.0	0.0	1000.0	1000.0	0.0	0.0	121805.0	0.033280054644808744	3630001.0	132.32341	1.7137247	134.82529	16.372547	132.32346	1.7158704	134.84264	-31.99864	1.9646422	4.739939	66.06804	-0.3700676	-1.3498731	0.24611789	8.909197	-8.181764	-133.43648	0.14442065	0.14218403	0.2179228	3.349874	0.0	1.0	3.2015635e-16	-32.33312	9.0762215e-15	1.3498743	11.718859	474.78094	56689.38180613518
122	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	41.3	70.34067	280.0	0.0	0.0	0.0	0.0	0.0	1000.0	1000.0	0.0	0.0	123044.0	0.03334525745257452	3660001.0	132.25491	1.761987	134.8174	-2.7958753	132.25504	1.7661436	134.6605	-70.1776	1.9634111	4.8092146	64.018875	-0.3502102	-1.3490313	0.24980876	4.7904663	-9.102367	-133.3633	0.13979085	0.13724108	0.2156149	3.3490312	0.0	1.0	3.302597e-16	-32.336315	9.04725e-15	1.349031	11.438443	474.0109	57163.40878558159
123	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	33.48387	55.929024	219.0	0.0	0.0	0.0	0.0	0.0	970.64514	1000.0	0.0	0.0	124082.0	0.03335537634408602	3690001.0	132.29402	1.7357574	134.89296	-8.223558	132.29407	1.7382214	135.02852	-42.46339	1.9650462	4.750077	68.44237	-0.7080445	-1.3496686	0.2458669	4.8957887	-9.304325	-133.40424	0.14249493	0.13842943	0.2153265	3.3496692	0.0	1.0	3.1433096e-16	-32.33988	9.015046e-15	1.3496691	11.41655	473.25818	57636.65951871872
124	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	34.866665	44.087585	185.0	0.0	0.0	0.0	0.0	0.0	1000.0	1000.0	0.0	0.0	125128.0	0.033367466666666665	3720001.0	132.42139	1.6915603	134.94043	14.332317	132.42152	1.6927112	134.85603	-48.97938	1.9637744	4.563985	65.37094	-0.24947572	-1.3505423	0.24297461	4.213517	-8.424071	-133.62117	0.11255879	0.11260835	0.20147859	3.3505406	0.0	1.0	3.2469576e-16	-32.343246	8.9848e-15	1.3505406	11.218621	472.83987	58109.49174404144
125	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	29.733334	41.545902	131.0	0.0	0.0	0.0	0.0	0.0	1000.0	1000.0	0.0	0.0	126020.0	0.03333862433862434	3750001.0	132.46709	1.6680005	135.02003	17.931944	132.46715	1.6712854	134.82635	-39.243015	1.9646227	4.6617703	62.430496	-0.5988729	-1.3508277	0.24230511	3.9941363	-9.050886	-133.61137	0.1367823	0.13449998	0.21166492	3.3508277	0.0	1.0	3.1622959e-16	-32.345917	8.960816e-15	1.3508277	11.153551	472.193	58581.68637228012
126	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	23.5	39.99229	148.0	0.0	0.0	0.0	0.0	0.0	1000.0	1000.0	0.0	0.0	126725.0	0.033261154855643044	3780001.0	132.42413	1.7933605	134.89455	-3.4273045	132.42418	1.7960243	134.66328	-13.103369	1.9620106	4.6269374	58.152756	-0.69243956	-1.3500618	0.24466921	3.3054037	-8.789611	-133.62775	0.14010666	0.13864212	0.20573564	3.350062	0.0	1.0	3.3853694e-16	-32.349224	8.931222e-15	1.350062	11.04765	472.5067	59054.205256938934
127	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	33.2	55.20713	248.0	0.0	69.2	207.59999	692.0	0.0	1000.0	1000.0	0.0	0.0	127721.0	0.033260677083333336	3810001.0	132.43173	1.7757304	134.87637	-11.736014	132.43182	1.7752453	134.9867	-40.029366	1.9629949	4.6906934	61.031075	-0.9762032	-1.3505818	0.24203625	3.795395	-8.119774	-133.61172	0.110595725	0.11310184	0.20568724	3.3505821	0.0	1.0	3.2870495e-16	-32.352432	8.90261e-15	1.3505821	11.264406	473.4105	59527.6063888073
128	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	38.4	52.817677	180.0	0.0	0.0	0.0	0.0	0.0	1000.0	1000.0	0.0	0.0	128873.0	0.03330051679586563	3840001.0	132.49083	1.7393804	135.40913	-10.987612	132.4908	1.7380633	134.92714	-49.815716	1.9627187	4.6528883	61.547592	-1.3965442	-1.3510042	0.24190275	6.3545027	-7.4870987	-133.68771	0.09954952	0.10315541	0.20929554	3.3510036	0.0	1.0	3.3019978e-16	-32.35518	8.878173e-15	1.3510036	11.450492	472.896	60000.50458192825
129	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22.866667	45.508774	189.0	0.0	7.5	22.5	75.0	0.0	1000.0	1000.0	0.0	0.0	129559.0	0.03322025641025641	3870001.0	132.49168	1.7062674	135.11713	-20.435692	132.49167	1.7041466	134.85757	-16.81764	1.9639767	4.650148	54.6258	-1.489999	-1.3515327	0.23922096	3.6542196	-8.031636	-133.65515	0.10319577	0.106128775	0.21336797	3.3515325	0.0	1.0	3.1811431e-16	-32.358177	8.8516154e-15	1.3515326	11.406997	472.1265	60472.61624741554
130	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.709677	33.756428	130.0	0.0	87.7	263.1	877.0	0.0	968.6129	1000.0	0.0	0.0	130108.0	0.03310636132315522	3900001.0	132.62997	1.6226629	135.00081	-3.57735	132.62994	1.62342	134.80907	18.351473	1.9605317	4.729011	62.58977	-0.3917551	-1.3525735	0.23433325	9.191572	-9.131289	-133.8419	0.10460866	0.105423175	0.20740409	3.3525734	0.0	1.0	3.4752902e-16	-32.36115	8.825351e-15	1.3525733	11.541396	473.46417	60946.07688999176
131	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	27.2	52.31214	265.0	0.0	0.0	0.0	0.0	0.0	1000.0	1000.0	0.0	0.0	130924.0	0.03306161616161616	3930001.0	132.56166	1.5852593	135.01013	-10.351409	132.56161	1.5865731	135.43663	-26.583328	1.9645817	4.675952	60.98296	-0.9035518	-1.3517002	0.23859751	5.2318516	-8.491988	-133.69574	0.10745563	0.10741447	0.20570917	3.3516996	0.0	1.0	3.10857e-16	-32.364307	8.797513e-15	1.3516992	14.276763	576.95496	61523.04713702202
132	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	34.870968	90.638855	499.0	0.0	342.3	421.39246	919.0	0.0	968.129	1000.0	0.0	0.0	132005.0	0.033083959899749375	3960001.0	132.58495	1.5466027	135.81194	-20.032774	132.58495	1.5476401	135.09732	-21.558722	1.9652264	4.681745	59.182396	-0.5702653	-1.3524147	0.23612542	3.3829584	-8.764694	-133.71945	0.12465186	0.12466108	0.20055707	3.3524148	0.0	1.0	3.0424063e-16	-32.36737	8.7706145e-15	1.3524146	15.036285	589.61304	62112.65757012367
133	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	26.32258	44.55036	161.0	0.0	0.0	0.0	0.0	0.0	960.1613	1000.0	0.0	0.0	132821.0	0.033040049751243784	3990001.0	132.60788	1.4891968	134.91533	9.133126	132.60782	1.4898196	134.70107	-8.018587	1.9638293	4.7078614	56.777016	-1.8916707	-1.3523079	0.2358711	3.3704515	-9.248697	-133.76819	0.110281184	0.109484084	0.19990197	3.3523083	0.0	1.0	3.15686e-16	-32.369907	8.748382e-15	1.3523084	14.040482	588.74194	62701.42269229889
134	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	27.78125	47.442554	159.0	0.0	0.0	0.0	0.0	0.0	940.75	1000.0	0.0	0.0	133710.0	0.033014814814814816	4020001.0	132.57399	1.5611349	135.1149	-2.250795	132.57391	1.5623158	134.85132	-25.47855	1.9645972	4.682289	53.13526	-0.60225725	-1.3521029	0.2371899	3.1956878	-7.945427	-133.73015	0.123158514	0.12227739	0.20489568	3.3521035	0.0	1.0	3.082163e-16	-32.37229	8.727567e-15	1.3521034	14.970379	590.1986	63291.586352586746
135	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	28.166666	38.463036	159.0	0.0	0.0	0.0	0.0	0.0	1000.0	1000.0	0.0	0.0	134555.0	0.032979166666666664	4050001.0	132.48105	1.6306567	134.90427	-40.600742	132.48102	1.6313517	134.67575	-18.986662	1.9615071	4.749548	53.474556	-0.57131505	-1.3510718	0.24159107	3.7166038	-7.74484	-133.65413	0.1296785	0.12884095	0.21274291	3.3510711	0.0	1.0	3.3425365e-16	-32.375214	8.702122e-15	1.3510711	14.377932	589.73303	63881.311748981476
136	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.290323	26.461405	90.0	0.0	0.0	0.0	0.0	0.0	969.6129	1000.0	0.0	0.0	135091.0	0.03286885644768856	4080001.0	132.45705	1.6862307	134.95724	-37.967827	132.45706	1.6863551	134.69513	-15.991628	1.964807	4.494205	54.006145	-0.46187449	-1.35095	0.24036774	2.8805218	-7.763729	-133.6565	0.12836833	0.12706265	0.19409193	3.3509495	0.0	1.0	3.0470848e-16	-32.377872	8.678977e-15	1.3509495	13.851732	588.16425	64469.466979026794
137	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	29.774193	49.950104	228.0	0.0	0.0	0.0	0.0	0.0	968.19354	1000.0	0.0	0.0	136014.0	0.032853623188405796	4110001.0	132.26852	1.8504626	134.98518	-36.117783	132.2685	1.8488879	134.70491	-25.486958	1.9652698	4.5086684	53.816536	-0.4467225	-1.3488238	0.24965507	4.5363693	-9.063547	-133.46022	0.13766684	0.1363598	0.19287173	3.348824	0.0	1.0	3.0006206e-16	-32.37996	8.6609085e-15	1.3488239	14.264293	590.1113	65059.621374845505
138	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	24.566668	44.747948	215.0	0.0	0.0	0.0	0.0	0.0	1000.0	1000.0	0.0	0.0	136751.0	0.03279400479616307	4140001.0	132.23265	1.8214195	134.65955	-15.485998	132.23264	1.8214182	134.50871	-18.464087	1.9657774	4.5251045	60.57418	-0.4188354	-1.3504491	0.24364829	3.9667826	-7.4565916	-133.41441	0.14057669	0.13963118	0.19977516	3.3504484	0.0	1.0	2.949263e-16	-32.382435	8.6394676e-15	1.3504487	13.654257	587.9532	65647.5573785305
139	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22.433332	36.094025	164.0	0.0	0.0	0.0	0.0	0.0	1000.0	1000.0	0.0	0.0	137424.0	0.03272	4170001.0	132.19829	1.9861567	134.5235	-23.126022	132.19841	1.9854623	134.49829	-34.986744	1.9703593	4.5068817	60.8927	-0.40098333	-1.3494323	0.24865943	5.7426515	-8.015415	-133.29913	0.15496476	0.15428579	0.19837241	3.3494322	0.0	1.0	2.5488307e-16	-32.3842	8.62424e-15	1.349432	14.643841	589.298	66236.84848761559
140	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	23.516129	37.384552	152.0	0.0	75.9	227.7	759.0	0.0	968.129	1000.0	0.0	0.0	138153.0	0.03266028368794326	4200001.0	132.16806	2.0832553	134.6656	-20.29177	132.1682	2.0830188	134.58133	-39.13699	1.9686542	4.4593396	64.00133	-0.45736623	-1.3499982	0.24647911	4.1217895	-8.841725	-133.31761	0.13253427	0.13121246	0.19867748	3.349999	0.0	1.0	2.6922e-16	-32.385624	8.611949e-15	1.3499988	14.75301	590.536	66827.38522267342
141	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	30.129032	52.19056	182.0	0.0	0.0	0.0	0.0	0.0	970.19354	1000.0	0.0	0.0	139087.0	0.03264953051643193	4230001.0	132.21431	2.012517	134.71878	53.83035	132.21436	2.0135283	134.57619	52.16622	1.9667888	4.485434	65.11499	-0.4299829	-1.3499588	0.24541993	3.046587	-8.546419	-133.37573	0.13148285	0.12973519	0.1915766	3.3499594	0.0	1.0	2.848747e-16	-32.38701	8.600037e-15	1.3499594	14.348678	504.7642	67332.13778734207
142	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	32.4	52.01064	196.0	0.0	171.9	347.52682	973.0	0.0	995.8	1000.0	0.0	0.0	140059.0	0.032647785547785545	4260001.0	132.15207	2.0097933	134.62346	57.069138	132.15202	2.0120547	134.46565	53.209892	1.9673436	4.5692945	67.21617	-0.3796506	-1.349796	0.24615261	4.180153	-9.200095	-133.28967	0.13938391	0.13646294	0.20596722	3.3497953	0.0	1.0	2.7953887e-16	-32.389076	8.582317e-15	1.3497953	12.100168	485.27597	67817.40524601936
143	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	26.483871	43.823597	178.0	0.0	0.0	0.0	0.0	0.0	967.871	1000.0	0.0	0.0	140880.0	0.03261111111111111	4290001.0	132.05219	2.1301064	134.5447	41.695763	132.05217	2.1309319	134.48207	36.879345	1.9690918	4.471497	59.91567	-0.38963318	-1.3495532	0.24777909	3.532002	-9.170257	-133.17369	0.14744572	0.14339928	0.19916686	3.349553	0.0	1.0	2.640993e-16	-32.390682	8.568499e-15	1.349553	12.866716	483.10107	68300.52049922943
